title;descr;price;year;km;transmission;location;date_posted;link;date_imported;Tipo;Marca;Modelo;Comuna;Region;Pais
Fiat Strada Aventure 2011 motor 1,6;Vendo camioneta Fiat Strada Aventure 1.6 en excelentes condiciones solo por renovación, cuenta con aire acondicionado, doble cabina con cubre pickup con lona marítima, buenas condiciones mecánicas y estéticas, neumáticos nuevos, sin multas ni partes, documentación al día y completamente transferible, consultas al fono. Solo reales interesados;6500000.0;2011;140000.0;Manual  ;Rancagua,  VI O'Higgins; 24 jul 2023 a las 13:17;https://www.yapo.cl/vehiculos/fiat-strada-aventure-2011-motor-16_87732924;04-10-2023 4:21;Hatchback;FIAT;STRADA AVENTURE;Rancagua; VI O'Higgins;ITALIA
Fiat strada 2017;Camioneta en muy buen estado, solo uso particular, un solo dueño, jamás chocada.;7300000.0;2017;95000.0;Manual  ;Santiago,  Región Metropolitana; 24 jul 2023 a las 09:40;https://www.yapo.cl/vehiculos/fiat-strada-2017_85432754;04-10-2023 4:22;Hatchback;FIAT;STRADA;Santiago; Región Metropolitana;ITALIA
Fiat punto 2011;Vendo por renovación. Algunos detalles en la pintura;4000000.0;2011;112640.0;Manual  ;Recoleta,  Región Metropolitana; 23 jul 2023 a las 21:32;https://www.yapo.cl/vehiculos/fiat-punto-2011_87665361;04-10-2023 4:22;Hatchback;FIAT;PUNTO;Recoleta; Región Metropolitana;ITALIA
Fiat 500 2019;"FIAT 500 SPORT 
1.4
TECHO CORREDIZO, MUY POCAS UNIDADES EN CHILE
ASIENTOS DE CUERO
CLIMATIZADOR
8 AIRBAG
LLANTAS SPORT
NEUMATICO PERFIL BAJO
CALIPER COLOR ROJO DE FABRICA
FRENO DE DISCO DELANTERO Y TRASERO
38.000 KM
UNICO DUEÑO
INTERESADOS COMUNICARSE AL WHATSAPP";11900000.0;2019;38000.0;Manual  ;Lo Prado,  Región Metropolitana; 22 jul 2023 a las 15:03;https://www.yapo.cl/vehiculos/fiat-500-2019_87720477;04-10-2023 4:22;Hatchback;FIAT;500;Lo Prado; Región Metropolitana;ITALIA
Fiat fiorino;Se vende fiat fiorino city, con 160.000 km valor conversable, vehículo económico motor 1.3 buenisimo para trabajar;5000000.0;2013;160000.0;Manual  ;San Pedro de la Paz,  VIII Biobío; 21 jul 2023 a las 22:31;https://www.yapo.cl/vehiculos/fiat-fiorino_87717135;04-10-2023 4:22;Hatchback;FIAT;FIORINO;San Pedro de la Paz; VIII Biobío;ITALIA
Fiat Strada Adventure, Dob. Cab. 1,6;Camioneta en muy buen estado, a toda prueba, muy bonita, segunda dueña, siempre uso particular.Solo reales interesados.;7500000.0;2016;170000.0;Manual  ;Melipilla,  Región Metropolitana; 21 jul 2023 a las 21:31;https://www.yapo.cl/vehiculos/fiat-strada-adventure-dob-cab-16_87716692;04-10-2023 4:22;Hatchback;FIAT;STRADA ADVENTURE;Melipilla; Región Metropolitana;ITALIA
Fiat qubo 2020;"Se vende FIAT QUBO, segundo dueño, en perfectas condiciones y muy cómoda, a toda prueba. Tapiz impecable ya que siempre se ha ocupado con fundas para los asientos y maletero con goma protectora desde el primer dueño por ende están nuevos. Solo se ha ocupado como medio de traslado de desayunos a domicilio (cajas pequeñas). Asientos traseros abatibles perfectos para usar una maleta completamente amplia y puertas traseras correderas muy cómodas para abrir al no ocupar espacio.
Full con aire acondicionado y doble airbag, radio con pantalla táctil. 
Todos sus papeles al día, precio conversable. Contactar solo reales interesados";10800000.0;2020;66836.0;Manual  ;La Florida,  Región Metropolitana; 21 jul 2023 a las 20:04;https://www.yapo.cl/vehiculos/fiat-qubo-2020_87716179;04-10-2023 4:22;Hatchback;FIAT;QUBO;La Florida; Región Metropolitana;ITALIA
Fiat uno way 2017;Se vende Fiat Uno Way por renovación, en buenas condiciones, sólo detalles de pintura. Tercer dueño, aire acondicionado, alza vidrios y one touch en la 4 puertas, espejos eléctricos y el del copiloto se acomoda automáticamente al retroceder, comandos al volante, sensor de retroceso, cambio de bujias reciente, documentación al día, revisión técnica vigente hasta agosto de 2023. Precio conversable. Verdaderos interesados ;6500000.0;2017;88000.0;Manual  ;Puerto Montt,  X Los Lagos; 21 jul 2023 a las 17:07;https://www.yapo.cl/vehiculos/fiat-uno-way-2017_87714482;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;Puerto Montt; X Los Lagos;ITALIA
Fiat uno Sporting;"Full equipo
2do dueño
Laminas de seguridad
Aire acondicionado";7600000.0;2020;23000.0;Manual  ;Renca,  Región Metropolitana; 21 jul 2023 a las 12:56;https://www.yapo.cl/vehiculos/fiat-uno-sporting_87712039;04-10-2023 4:22;Hatchback;FIAT;UNO ING;Renca; Región Metropolitana;ITALIA
Fiat city fiorino;Excelente estado;7000000.0;2018;125000.0;Manual  ;Cabrero,  VIII Biobío; 20 jul 2023 a las 21:08;https://www.yapo.cl/vehiculos/fiat-city-fiorino_87707935;04-10-2023 4:22;Hatchback;FIAT;CITY FIORINO;Cabrero; VIII Biobío;ITALIA
Fiat uno way 2016;Vehículo excelente estado, única dueña, documentación al día, listo para transferir, más información;6300000.0;2016;58000.0;Manual  ;Ancud,  X Los Lagos; 20 jul 2023 a las 15:30;https://www.yapo.cl/vehiculos/fiat-uno-way-2016_87702270;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;Ancud; X Los Lagos;ITALIA
Fiat uno;única dueña, vendo auto en excelentes condiciones , año 2017.;6000000.0;2017;130000.0;Manual  ;Maipú,  Región Metropolitana; 20 jul 2023 a las 12:47;https://www.yapo.cl/vehiculos/fiat-uno_87700444;04-10-2023 4:22;Hatchback;FIAT;UNO;Maipú; Región Metropolitana;ITALIA
Fiat fiorino city;"Fiat Fiorino City HDI 1.3

 Excelente estado 
 Aire Acondicionado
 Alza vidrio electrónico 
 Doble Airbag 
 Diésel económica.
ciudad 15x litro 25 en carretera.
 Radio Android 7 pulgadas
 159.000 Kilometros App
 Pastillas y Discos freno Nuevos
 Kit Distribución, bomba de agua, correas accessorios Nuevas.
 Bateria Nuevas
 embrague Nuevo
 Mantención de caja cambio.
 Llegar y trabajar
Se puede mostrar en Recreo Alto o Nueva Aurora Viña del Mar sin ningun problema.
Mecanicamente en excelente estado
WhatsApp
$5.800.000 conversable";5800000.0;2015;159000.0;Manual  ;Viña del Mar,  V Valparaíso; 20 jul 2023 a las 07:44;https://www.yapo.cl/vehiculos/fiat-fiorino-city_87698210;04-10-2023 4:22;Hatchback;FIAT;FIORINO CITY;Viña del Mar; V Valparaíso;ITALIA
Fiat doblo;Vendo Fiat doblo x no uso,buen estado, batería nueva, neumáticos Michellin poco uso,detalles de carrocería poco, rápida, económica,amplia.;4600000.0;2014;145.0;Manual  ;Peñalolén,  Región Metropolitana; 19 jul 2023 a las 17:52;https://www.yapo.cl/vehiculos/fiat-doblo_87693977;04-10-2023 4:22;Hatchback;FIAT;DOBLO;Peñalolén; Región Metropolitana;ITALIA
Fiat 500 500 X 1.4 T 2019;"500 X 1.4 T 2019
Apertura de maleta desde el interior";9990000.0;2019;88000.0;Manual  ;Maipú,  Región Metropolitana; 19 jul 2023 a las 15:54;https://www.yapo.cl/vehiculos/fiat-500-500-x-14-t-2019_87098463;04-10-2023 4:22;Hatchback;FIAT;500 X;Maipú; Región Metropolitana;ITALIA
Fiat Argo H.b 1.3 2022;"H.B 1.3 2022
Apertura de maleta desde el interior, Alarma, Airbag acompanante, Cinturones de seguridad traseros, Apoya cabeza en asientos traseros";10990000.0;2022;17000.0;Manual  ;Providencia,  Región Metropolitana; 19 jul 2023 a las 15:51;https://www.yapo.cl/vehiculos/fiat-argo-hb-13-2022_87569017;04-10-2023 4:22;Hatchback;FIAT;ARGO H.B;Providencia; Región Metropolitana;ITALIA
Fiat Uno Way 1.4;"Vendo Fiat uno way 1.4. mecánico. bencinero.
Es muy económico, con un rendimiento aproximado de 19 a 20 km por litro en ciudad.
Tiene aire acondicionado, frenos ABS. 
Radio con USB, Auxiliar, Bluetooth. 
Cierre centralizado. 
Alzavidrios eléctricos.
Solo uso en carretera.
Solo dos dueños, el segundo lo uso más para viajes a Santiago";5000000.0;2017;237152.0;Manual  ;Viña del Mar,  V Valparaíso; 19 jul 2023 a las 12:50;https://www.yapo.cl/vehiculos/fiat-uno-way-14_87689525;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;Viña del Mar; V Valparaíso;ITALIA
Fiat Qubo excelente estado ;Vendo Fiat Qubo excelente estado mecánico a toda prueba ;9500000.0;2020;65000.0;Manual  ;Colina,  Región Metropolitana; 19 jul 2023 a las 11:30;https://www.yapo.cl/vehiculos/fiat-qubo-excelente-estado_87688609;04-10-2023 4:22;Hatchback;FIAT;QUBO;Colina; Región Metropolitana;ITALIA
Fiat gran punto;Fiat grade punto full, se vende o se permuta por un automático.;5000000.0;2012;140.0;Manual  ;La Serena,  IV Coquimbo; 19 jul 2023 a las 09:10;https://www.yapo.cl/vehiculos/fiat-gran-punto_87687503;04-10-2023 4:22;Hatchback;FIAT;GRAN PUNTO;La Serena; IV Coquimbo;ITALIA
Fiat fiorino 1.4 2017;"Solo detalles estéticos 
Papeles al dia, transferible";5300000.0;2017;148000.0;Manual  ;Renca,  Región Metropolitana; 18 jul 2023 a las 23:37;https://www.yapo.cl/vehiculos/fiat-fiorino-14-2017_87686206;04-10-2023 4:22;Hatchback;FIAT;FIORINO;Renca; Región Metropolitana;ITALIA
Fiat Argo, año 2020;El auto se encuentra en perfecto estado mecánico y de carrocería. Se ha realizado el mantenimiento correspondiente y solo ha sido utilizado para uso personal;9011000.0;2020;29000.0;Manual  ;Ñuñoa,  Región Metropolitana; 18 jul 2023 a las 23:03;https://www.yapo.cl/vehiculos/fiat-argo-ano-2020_87346876;04-10-2023 4:22;Hatchback;FIAT;ARGO;Ñuñoa; Región Metropolitana;ITALIA
Fiat uno way 2019;"Auto de uso familiar, única dueña,
Modelo FIAT UNO WAY
Motor 1.4, mecánico
Bencinero
Aire acondicionado
Frenos ABS
Radio con USB, Auxiliar, Bluetooth
Cierre centralizado
Alza vidrios eléctricos
Excelente estado
Todos sus papeles al día, transferible
Precio 7.199.990 negociable
Verlo es compralo";6899990.0;2019;26350.0;Manual  ;La Reina,  Región Metropolitana; 18 jul 2023 a las 21:45;https://www.yapo.cl/vehiculos/fiat-uno-way-2019_87685333;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;La Reina; Región Metropolitana;ITALIA
Fiat grande punto muy buen auto, todo al dia;Muy económico, láminas de seguridad, llantas aro 15;5100000.0;2014;108000.0;Manual  ;Colina,  Región Metropolitana; 18 jul 2023 a las 21:42;https://www.yapo.cl/vehiculos/fiat-grande-punto-muy-buen-auto-todo-al-dia_87685291;04-10-2023 4:22;Hatchback;FIAT;GRANDE PUNTO;Colina; Región Metropolitana;ITALIA
Fiat fiorino 1.7;Vendo camioneta por viaje,papeles al dia sin partes ni multas,llegar y transferir mantenciones al dia mecanicamente impecable.;6000000.0;2019;106672.0;Manual  ;Conchalí,  Región Metropolitana; 18 jul 2023 a las 17:11;https://www.yapo.cl/vehiculos/fiat-fiorino-17_87682726;04-10-2023 4:22;Hatchback;FIAT;FIORINO;Conchalí; Región Metropolitana;ITALIA
Fiat uno way 2016;Fiat uno way año 2016, precio conversable;6000000.0;2016;55000.0;Manual  ;Puente Alto,  Región Metropolitana; 18 jul 2023 a las 16:50;https://www.yapo.cl/vehiculos/fiat-uno-way-2016_87682423;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;Puente Alto; Región Metropolitana;ITALIA
Fiat Uno 2018;Excelente auto, rendidor y potente;6000000.0;2018;45000.0;Manual  ;Ñuñoa,  Región Metropolitana; 17 jul 2023 a las 21:30;https://www.yapo.cl/vehiculos/fiat-uno-2018_87675645;04-10-2023 4:22;Hatchback;FIAT;UNO;Ñuñoa; Región Metropolitana;ITALIA
 Fiat uno way1.4;Único dueño en excelente estado toda documentación al día, llegar y transferir;7000000.0;2018;88156.0;Manual  ;Quirihue,  XVI Ñuble; 17 jul 2023 a las 20:27;https://www.yapo.cl/vehiculos/fiat-uno-way14_87675056;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;Quirihue; XVI Ñuble;ITALIA
Fiat uno way 1,4;"Vendo Auto Fiat Uno Way, 1,4, económico con un rendimiento de 19 a 20 km por litro. Cierre centralizado, alza vidrios, revisión y patente al día, comando de radio al volante.
Muy buen estado. Un solo dueño, a toda prueba.
Con barras para carga";6800000.0;2017;56000.0;Manual  ;Valparaíso,  V Valparaíso; 17 jul 2023 a las 19:29;https://www.yapo.cl/vehiculos/fiat-uno-way-14_87674679;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;Valparaíso; V Valparaíso;ITALIA
Fiat 500 2013;"Vendo Fiat 500 en perfecto estado detalles minimos de pintura, neumaticos nuevos y mantencion recien realizada, precio poco conversable 
Full cuero 
8 airbag
disco de freno en 4 ruedas 
techo panoramico 
climatizador";6850000.0;2013;115000.0;Manual  ;Puente Alto,  Región Metropolitana; 17 jul 2023 a las 14:37;https://www.yapo.cl/vehiculos/fiat-500-2013_87670937;04-10-2023 4:22;Hatchback;FIAT;500;Puente Alto; Región Metropolitana;ITALIA
Fiat uno way 2017;Se vende Auto Fiat Uno Way, única dueña, impecable. Cualquier duda comunicarse vía celular.;7800000.0;2017;14000.0;Manual  ;Valdivia,  XIV Los Ríos; 17 jul 2023 a las 10:49;https://www.yapo.cl/vehiculos/fiat-uno-way-2017_87668482;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;Valdivia; XIV Los Ríos;ITALIA
Fiat strada 2014 1.4;"Fiat strada 2014 1.4
Papeles al día
Mecanicamente en buen estado.
Detalles estéticos menores

Precio conversable!";4750000.0;2014;150000.0;Manual  ;Pichidegua,  VI O'Higgins; 17 jul 2023 a las 10:06;https://www.yapo.cl/vehiculos/fiat-strada-2014-14_87668246;04-10-2023 4:22;Hatchback;FIAT;STRADA;Pichidegua; VI O'Higgins;ITALIA
Fiat 500x 2019;unica dueña, excelente estado mantenciones en Piamonte ,;10690000.0;2019;57000.0;Manual  ;La Florida,  Región Metropolitana; 16 jul 2023 a las 21:17;https://www.yapo.cl/vehiculos/fiat-500x-2019_87665716;04-10-2023 4:22;Hatchback;FIAT;500X;La Florida; Región Metropolitana;ITALIA
Fiat Strada Adventure 1.6;Buen estado, único dueño, motor excelente no chocada, tapizado en buen estado papeles al día.;7300000.0;2014;113000.0;Manual  ;Santiago,  Región Metropolitana; 16 jul 2023 a las 19:46;https://www.yapo.cl/vehiculos/fiat-strada-adventure-16_87665197;04-10-2023 4:22;Hatchback;FIAT;STRADA ADVENTURE;Santiago; Región Metropolitana;ITALIA
Furgon de trabajo Fiat 2017 Doblo Corto;Furgon de trabajo marca Fiat modelo Doblo corto. Año 2017. Buen estado;11300000.0;2017;113000.0;Manual  ;Concepción,  VIII Biobío; 16 jul 2023 a las 19:04;https://www.yapo.cl/vehiculos/furgon-de-trabajo-fiat-2017-doblo-corto_87664875;04-10-2023 4:22;Hatchback;FIAT;DOBLO CORTO;Concepción; VIII Biobío;ITALIA
Fiat Grande Punto;Vendo mi fiat en excelente estado, tiene incorporado una pantalla Android en el cual te puedes conectar por Bluetooth y tiene una cámara de retroceso y funcionan los botones de manubrio, es motor 1.4, manual, en perfectas condiciones y con todos sus papeles al día, también incluye aire acondicionado, cualquier duda o consulta al wsp;4600000.0;2012;113150.0;Manual  ;Lampa,  Región Metropolitana; 16 jul 2023 a las 17:26;https://www.yapo.cl/vehiculos/fiat-grande-punto_87664317;04-10-2023 4:22;Hatchback;FIAT;GRANDE PUNTO;Lampa; Región Metropolitana;ITALIA
Fiat fiorino 2017 ;fiat fiorino año 2017 motor 1.4 con 85xxx km mantenciones al día, en excelente estado mecánico solo detalles estéticos. ;5800000.0;2017;85000.0;Manual  ;Viña del Mar,  V Valparaíso; 16 jul 2023 a las 15:25;https://www.yapo.cl/vehiculos/fiat-fiorino-2017_87663523;04-10-2023 4:22;Hatchback;FIAT;FIORINO;Viña del Mar; V Valparaíso;ITALIA
Fiat fire fiorino 2016;TODO AL DIA PRECIO YA REBAJADO LA VENDO POR REAL APURO NINGUN TIPO DE DEUDA NI MULTAS EN EXCELENTE ESTADO SOLO USO COMERCIAL NADA DE CARGA PUEDO DAR FINANCIAMIENTO CON TARJETA DE CREDITO;4999999.0;2016;70000.0;Manual  ;San Miguel,  Región Metropolitana; 15 jul 2023 a las 21:00;https://www.yapo.cl/vehiculos/fiat-fire-fiorino-2016_87660274;04-10-2023 4:22;Hatchback;FIAT;FIRE FIORINO;San Miguel; Región Metropolitana;ITALIA
Fiat city;"Fiat Fiorino city 2013
Papeles al día.
Conversable";5500000.0;2013;130000.0;Manual  ;La Florida,  Región Metropolitana; 15 jul 2023 a las 16:59;https://www.yapo.cl/vehiculos/fiat-city_87658796;04-10-2023 4:22;Hatchback;FIAT;CITY;La Florida; Región Metropolitana;ITALIA
Fiat 500 Lounge 1.4;"Vendo Fiat 500 Lounge 1.4cc año 2014, transmisión mecánica de 6 velocidades, modo sport,
techo panorámico, asientos de cuero, auto muy cómodo, documentos al día. 

Contacto Natalia 
+56931011830";7350000.0;2014;101954.0;Manual  ;Quilpué,  V Valparaíso; 15 jul 2023 a las 09:42;https://www.yapo.cl/vehiculos/fiat-500-lounge-14_87656450;04-10-2023 4:22;Hatchback;FIAT;500 LOUNGE;Quilpué; V Valparaíso;ITALIA
Fiat dobló maxi con frio;fiat dobló maxi con frío a toda prueba solo detalles de carrocería;5700000.0;2013;191000.0;Manual  ;Quinta Normal,  Región Metropolitana; 15 jul 2023 a las 00:37;https://www.yapo.cl/vehiculos/fiat-doblo-maxi-con-frio_87655332;04-10-2023 4:22;Hatchback;FIAT;DOBLÓ MAXI;Quinta Normal; Región Metropolitana;ITALIA
Fiat doblo 2011;"SE VENDE CAMIONETA FIAT DOBLO 1.3 MULTIJET 2011
PARA DESARME 
GRAN MAYORIA DE LOS REPUESTOS NUEVOS.
DEBIDO A QUE TUBO UN GOLPE MENOR Y TRATAMOS DE SALVARLA.

VALOR $3.500.000";3500000.0;2011;150000.0;Manual  ;Coquimbo,  IV Coquimbo; 14 jul 2023 a las 16:53;https://www.yapo.cl/vehiculos/fiat-doblo-2011_87652210;04-10-2023 4:22;Hatchback;FIAT;DOBLO;Coquimbo; IV Coquimbo;ITALIA
Fiat fiorino 2016;"SE VENDE FIAT FIORINO AÑO 2016, 1.4.
EXCELENTE ESTADO.
DOCUMENTOS AL DÍA.
POCO KILOMETRAJE.

PRECIO CONVERSABLE.
COMUNICARSE";6990000.0;2016;57866.0;Manual  ;Coronel,  VIII Biobío; 14 jul 2023 a las 16:47;https://www.yapo.cl/vehiculos/fiat-fiorino-2016_87652140;04-10-2023 4:22;Hatchback;FIAT;FIORINO;Coronel; VIII Biobío;ITALIA
Fiat fiorino;Vendo por no unos. Camioneta fiat Fiorino .motor 1.3 para repara .vende su dueño. Todos sus documentos. Valor conversable . ;2900000.0;2010;71000.0;Manual  ;Concepción,  VIII Biobío; 14 jul 2023 a las 10:41;https://www.yapo.cl/vehiculos/fiat-fiorino_87648910;04-10-2023 4:22;Hatchback;FIAT;FIORINO;Concepción; VIII Biobío;ITALIA
Fiat uno Way;Único dueño, aire acondicionado, implacable por dentro y por fuera;7100000.0;2018;46000.0;Manual  ;San Bernardo,  Región Metropolitana; 13 jul 2023 a las 17:00;https://www.yapo.cl/vehiculos/fiat-uno-way_87645160;04-10-2023 4:22;Hatchback;FIAT;UNO WAY;San Bernardo; Región Metropolitana;ITALIA
Fiat city 2014;Vendo fiat city operativa documentos al dia mantenciones hechas a toda prueba;4990000.0;2014;190000.0;Manual  ;Coquimbo,  IV Coquimbo; 13 jul 2023 a las 13:41;https://www.yapo.cl/vehiculos/fiat-city-2014_87643176;04-10-2023 4:22;Hatchback;FIAT;CITY;Coquimbo; IV Coquimbo;ITALIA
Fiat Qubo 1.5 año 2015;"precio conversable, perfecto estado de motor, tiene varios detalles estéticos, revisión técnica al día  y recién mantención de los 120 mil km 
(puse una foto referencia en la tarde subiré las reales)";6500000.0;2015;122000.0;Manual  ;Ñuñoa,  Región Metropolitana; 13 jul 2023 a las 12:55;https://www.yapo.cl/vehiculos/fiat-qubo-15-ano-2015_87642641;04-10-2023 4:22;Hatchback;FIAT;QUBO;Ñuñoa; Región Metropolitana;ITALIA
Fiat 500x 2019 modelo: 500x cross mt 1.4 hb 5;"Único dueño, dos llaves con sus baterías, antena nueva (nunca ocupada), mantenciones al día, neumáticos en buenas condiciones. Tiene documentación al día hasta marzo 2024.

Muestro en Macul, Ñuñoa, Buin o Paine. 

Datos de contacto: Pablo Gutiérrez Muñoz";9500000.0;2019;108000.0;Manual  ;Macul,  Región Metropolitana; 12 jul 2023 a las 16:12;https://www.yapo.cl/vehiculos/fiat-500x-2019-modelo-500x-cross-mt-14-hb-5_87635448;04-10-2023 4:22;Hatchback;FIAT;500X CROSS;Macul; Región Metropolitana;ITALIA
Fiat 500x 2019;Fiat 500x Cross 1.4 Turbo, automático, año 2019,  9 velocidades.  Papeles al día, techo panorámico, tapiz de cuero, una llave.  Mantenciones en concesionario.  Precio conversable.;12800000.0;2019;60000.0;Automático  ;Concepción,  VIII Biobío; 12 jul 2023 a las 14:49;https://www.yapo.cl/vehiculos/fiat-500x-2019_87634570;04-10-2023 4:30;Sedán;FIAT;500X;Concepción; VIII Biobío;ITALIA
Fiorino city;Se vende camioneta fiat se le  cambio. catalitico, bomba de bencina, cuerpo de aceleración, correa de distribución y correas auxiliares y tambiéncsmbio de bobina;4500000.0;2014;19526.0;Manual  ;Quilicura,  Región Metropolitana; 13 sep 2023 a las 14:33;https://www.yapo.cl/vehiculos/fiorino-city_88164237;04-10-2023 4:33;Van;FIAT;FIORINO CITY;Quilicura; Región Metropolitana;ITALIA
